id,brand,slug,status,timestamp,errors
escher,埃舍尔Escher,escher,processing,2026-05-25 07:34:33,
escher,埃舍尔Escher,escher,error,2026-05-25 07:34:33,MISSING_HREFLANG: 缺少hreflang标签
escher,埃舍尔Escher,escher,processing,2026-05-25 07:34:53,
escher,埃舍尔Escher,escher,done,2026-05-25 07:34:53,
escher,埃舍尔Escher,escher,processing,2026-05-25 07:46:33,
escher,埃舍尔Escher,escher,error,2026-05-25 07:46:34,HREFLANG_BAD: 期望的hreflang href未找到: https://pinpai.ai.in/escher/
escher,埃舍尔Escher,escher,processing,2026-05-25 07:47:06,
escher,埃舍尔Escher,escher,done,2026-05-25 07:47:06,
escher,埃舍尔Escher,escher,processing,2026-05-25 07:47:57,
escher,埃舍尔Escher,escher,done,2026-05-25 07:47:57,
louis-vuitton,Louis Vuitton,louis-vuitton,processing,2026-05-25 10:00:30,
louis-vuitton,Louis Vuitton,louis-vuitton,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1854' is not of type 'integer'; main_business: [] s
hermès,Hermès,hermès,processing,2026-05-25 10:00:30,
hermès,Hermès,hermès,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1837' is not of type 'integer'; main_business: [] s
gucci,Gucci,gucci,processing,2026-05-25 10:00:30,
gucci,Gucci,gucci,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1921' is not of type 'integer'; main_business: [] s
chanel,Chanel,chanel,processing,2026-05-25 10:00:30,
chanel,Chanel,chanel,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1910' is not of type 'integer'; main_business: [] s
christian-dior,Christian Dior,christian-dior,processing,2026-05-25 10:00:30,
christian-dior,Christian Dior,christian-dior,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1946' is not of type 'integer'; main_business: [] s
prada,Prada,prada,processing,2026-05-25 10:00:30,
prada,Prada,prada,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1913' is not of type 'integer'; main_business: [] s
balenciaga,Balenciaga,balenciaga,processing,2026-05-25 10:00:30,
balenciaga,Balenciaga,balenciaga,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1917' is not of type 'integer'; main_business: [] s
zara,Zara,zara,processing,2026-05-25 10:00:30,
zara,Zara,zara,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1975' is not of type 'integer'; main_business: [] s
uniqlo,Uniqlo,uniqlo,processing,2026-05-25 10:00:30,
uniqlo,Uniqlo,uniqlo,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1949' is not of type 'integer'; main_business: [] s
h-m,H&M,h-m,processing,2026-05-25 10:00:30,
h-m,H&M,h-m,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1947' is not of type 'integer'; main_business: [] s
levi-s,Levi's,levi-s,processing,2026-05-25 10:00:30,
levi-s,Levi's,levi-s,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1853' is not of type 'integer'; main_business: [] s
calvin-klein,Calvin Klein,calvin-klein,processing,2026-05-25 10:00:30,
calvin-klein,Calvin Klein,calvin-klein,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1968' is not of type 'integer'; main_business: [] s
l-oréal,L'Oréal,l-oréal,processing,2026-05-25 10:00:30,
l-oréal,L'Oréal,l-oréal,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
estée-lauder,Estée Lauder,estée-lauder,processing,2026-05-25 10:00:30,
estée-lauder,Estée Lauder,estée-lauder,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
shiseido,Shiseido,shiseido,processing,2026-05-25 10:00:30,
shiseido,Shiseido,shiseido,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
lancôme,Lancôme,lancôme,processing,2026-05-25 10:00:30,
lancôme,Lancôme,lancôme,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
mac-cosmetics,MAC Cosmetics,mac-cosmetics,processing,2026-05-25 10:00:30,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
rolex,Rolex,rolex,processing,2026-05-25 10:00:30,
rolex,Rolex,rolex,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
patek-philippe,Patek Philippe,patek-philippe,processing,2026-05-25 10:00:30,
patek-philippe,Patek Philippe,patek-philippe,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
audemars-piguet,Audemars Piguet,audemars-piguet,processing,2026-05-25 10:00:30,
audemars-piguet,Audemars Piguet,audemars-piguet,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
tiffany-co,Tiffany & Co.,tiffany-co,processing,2026-05-25 10:00:30,
tiffany-co,Tiffany & Co.,tiffany-co,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
cartier,Cartier,cartier,processing,2026-05-25 10:00:30,
cartier,Cartier,cartier,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
bulgari,Bulgari,bulgari,processing,2026-05-25 10:00:30,
bulgari,Bulgari,bulgari,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
toyota,Toyota,toyota,processing,2026-05-25 10:00:30,
toyota,Toyota,toyota,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
mercedes-benz,Mercedes-Benz,mercedes-benz,processing,2026-05-25 10:00:30,
mercedes-benz,Mercedes-Benz,mercedes-benz,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1926' is not of type 'integer'; main_business: [] s
bmw,BMW,bmw,processing,2026-05-25 10:00:30,
bmw,BMW,bmw,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1916' is not of type 'integer'; main_business: [] s
ferrari,Ferrari,ferrari,processing,2026-05-25 10:00:30,
ferrari,Ferrari,ferrari,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1947' is not of type 'integer'; main_business: [] s
byd,BYD,byd,processing,2026-05-25 10:00:30,
byd,BYD,byd,error,2026-05-25 10:00:30,current_slogan: '' is too short; founder: '' should be non-empty; founding_location: '' is too short
apple,Apple,apple,processing,2026-05-25 10:00:30,
apple,Apple,apple,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1976' is not of type 'integer'; main_business: [] s
samsung,Samsung,samsung,processing,2026-05-25 10:00:30,
samsung,Samsung,samsung,error,2026-05-25 10:00:30,current_slogan: '' is too short; description_zh: '三星集团（Samsung Group）是韩国最大的跨国企业集团，由李秉喆于1938年创立于韩国大邱。
huawei,Huawei,huawei,processing,2026-05-25 10:00:30,
huawei,Huawei,huawei,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1987' is not of type 'integer'; main_business: [] s
sony,Sony,sony,processing,2026-05-25 10:00:30,
sony,Sony,sony,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1946' is not of type 'integer'; main_business: [] s
nvidia,NVIDIA,nvidia,processing,2026-05-25 10:00:30,
nvidia,NVIDIA,nvidia,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1993' is not of type 'integer'; main_business: [] s
nike,Nike,nike,processing,2026-05-25 10:00:30,
nike,Nike,nike,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1964' is not of type 'integer'; main_business: [] s
adidas,Adidas,adidas,processing,2026-05-25 10:00:30,
adidas,Adidas,adidas,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1949' is not of type 'integer'; main_business: [] s
puma,Puma,puma,processing,2026-05-25 10:00:30,
puma,Puma,puma,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1948' is not of type 'integer'; main_business: [] s
coca-cola,Coca-Cola,coca-cola,processing,2026-05-25 10:00:30,
coca-cola,Coca-Cola,coca-cola,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1886' is not of type 'integer'; main_business: [] s
mcdonald-s,McDonald's,mcdonald-s,processing,2026-05-25 10:00:30,
mcdonald-s,McDonald's,mcdonald-s,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1955' is not of type 'integer'; main_business: [] s
starbucks,Starbucks,starbucks,processing,2026-05-25 10:00:30,
starbucks,Starbucks,starbucks,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1971' is not of type 'integer'; main_business: [] s
lego,LEGO,lego,processing,2026-05-25 10:00:30,
lego,LEGO,lego,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1932' is not of type 'integer'; main_business: [] s
mattel,Mattel,mattel,processing,2026-05-25 10:00:30,
mattel,Mattel,mattel,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1945' is not of type 'integer'; main_business: [] s
burberry,Burberry,burberry,processing,2026-05-25 10:00:30,
burberry,Burberry,burberry,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1856' is not of type 'integer'; main_business: [] s
versace,Versace,versace,processing,2026-05-25 10:00:30,
versace,Versace,versace,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1978' is not of type 'integer'; main_business: [] s
ralph-lauren,Ralph Lauren,ralph-lauren,processing,2026-05-25 10:00:30,
ralph-lauren,Ralph Lauren,ralph-lauren,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1967' is not of type 'integer'; main_business: [] s
tommy-hilfiger,Tommy Hilfiger,tommy-hilfiger,processing,2026-05-25 10:00:30,
tommy-hilfiger,Tommy Hilfiger,tommy-hilfiger,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1985' is not of type 'integer'; main_business: [] s
coach,Coach,coach,processing,2026-05-25 10:00:30,
coach,Coach,coach,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1941' is not of type 'integer'; main_business: [] s
microsoft,Microsoft,microsoft,processing,2026-05-25 10:00:30,
microsoft,Microsoft,microsoft,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1975' is not of type 'integer'; main_business: [] s
google,Google,google,processing,2026-05-25 10:00:30,
google,Google,google,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1998' is not of type 'integer'; main_business: [] s
amazon,Amazon,amazon,processing,2026-05-25 10:00:30,
amazon,Amazon,amazon,error,2026-05-25 10:00:30,current_slogan: '' is too short; founding_year: '1994' is not of type 'integer'; main_business: [] s
escher,埃舍尔Escher,escher,processing,2026-05-25 10:01:56,
escher,埃舍尔Escher,escher,done,2026-05-25 10:01:56,
louis-vuitton,Louis Vuitton,louis-vuitton,processing,2026-05-25 10:01:56,
louis-vuitton,Louis Vuitton,louis-vuitton,error,2026-05-25 10:01:56,similar_brands.0.slug: 'hermès' does not match '^[a-z0-9-]+$'
hermès,Hermès,hermès,processing,2026-05-25 10:01:56,
hermès,Hermès,hermès,error,2026-05-25 10:01:56,slug: 'hermès' does not match '^[a-z0-9]+(-[a-z0-9]+)*$'
gucci,Gucci,gucci,processing,2026-05-25 10:01:56,
gucci,Gucci,gucci,error,2026-05-25 10:01:56,similar_brands.1.slug: 'hermès' does not match '^[a-z0-9-]+$'
chanel,Chanel,chanel,processing,2026-05-25 10:01:56,
chanel,Chanel,chanel,error,2026-05-25 10:01:56,similar_brands.1.slug: 'hermès' does not match '^[a-z0-9-]+$'
christian-dior,Christian Dior,christian-dior,processing,2026-05-25 10:01:56,
christian-dior,Christian Dior,christian-dior,done,2026-05-25 10:01:56,
prada,Prada,prada,processing,2026-05-25 10:01:56,
prada,Prada,prada,done,2026-05-25 10:01:56,
balenciaga,Balenciaga,balenciaga,processing,2026-05-25 10:01:56,
balenciaga,Balenciaga,balenciaga,done,2026-05-25 10:01:56,
zara,Zara,zara,processing,2026-05-25 10:01:56,
zara,Zara,zara,done,2026-05-25 10:01:56,
uniqlo,Uniqlo,uniqlo,processing,2026-05-25 10:01:56,
uniqlo,Uniqlo,uniqlo,done,2026-05-25 10:01:56,
h-m,H&M,h-m,processing,2026-05-25 10:01:56,
h-m,H&M,h-m,error,2026-05-25 10:01:56,current_slogan: '' is too short
levi-s,Levi's,levi-s,processing,2026-05-25 10:01:56,
levi-s,Levi's,levi-s,done,2026-05-25 10:01:56,
calvin-klein,Calvin Klein,calvin-klein,processing,2026-05-25 10:01:56,
calvin-klein,Calvin Klein,calvin-klein,done,2026-05-25 10:01:56,
l-oréal,L'Oréal,l-oréal,processing,2026-05-25 10:01:56,
l-oréal,L'Oréal,l-oréal,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
estée-lauder,Estée Lauder,estée-lauder,processing,2026-05-25 10:01:56,
estée-lauder,Estée Lauder,estée-lauder,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
shiseido,Shiseido,shiseido,processing,2026-05-25 10:01:56,
shiseido,Shiseido,shiseido,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
lancôme,Lancôme,lancôme,processing,2026-05-25 10:01:56,
lancôme,Lancôme,lancôme,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
mac-cosmetics,MAC Cosmetics,mac-cosmetics,processing,2026-05-25 10:01:56,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
rolex,Rolex,rolex,processing,2026-05-25 10:01:56,
rolex,Rolex,rolex,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
patek-philippe,Patek Philippe,patek-philippe,processing,2026-05-25 10:01:56,
patek-philippe,Patek Philippe,patek-philippe,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
audemars-piguet,Audemars Piguet,audemars-piguet,processing,2026-05-25 10:01:56,
audemars-piguet,Audemars Piguet,audemars-piguet,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
tiffany-co,Tiffany & Co.,tiffany-co,processing,2026-05-25 10:01:56,
tiffany-co,Tiffany & Co.,tiffany-co,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
cartier,Cartier,cartier,processing,2026-05-25 10:01:56,
cartier,Cartier,cartier,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
bulgari,Bulgari,bulgari,processing,2026-05-25 10:01:56,
bulgari,Bulgari,bulgari,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
toyota,Toyota,toyota,processing,2026-05-25 10:01:56,
toyota,Toyota,toyota,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
mercedes-benz,Mercedes-Benz,mercedes-benz,processing,2026-05-25 10:01:56,
mercedes-benz,Mercedes-Benz,mercedes-benz,done,2026-05-25 10:01:56,
bmw,BMW,bmw,processing,2026-05-25 10:01:56,
bmw,BMW,bmw,done,2026-05-25 10:01:56,
ferrari,Ferrari,ferrari,processing,2026-05-25 10:01:56,
ferrari,Ferrari,ferrari,done,2026-05-25 10:01:56,
byd,BYD,byd,processing,2026-05-25 10:01:56,
byd,BYD,byd,error,2026-05-25 10:01:56,founder: '' should be non-empty; founding_location: '' is too short; official_website: '' does not m
apple,Apple,apple,processing,2026-05-25 10:01:56,
apple,Apple,apple,done,2026-05-25 10:01:56,
samsung,Samsung,samsung,processing,2026-05-25 10:01:56,
samsung,Samsung,samsung,error,2026-05-25 10:01:57,description_zh: '三星集团（Samsung Group）是韩国最大的跨国企业集团，由李秉喆于1938年创立于韩国大邱。三星最初是一家贸易公司，历经八十余年发展，已成为涵盖电子、金融、重
huawei,Huawei,huawei,processing,2026-05-25 10:01:57,
huawei,Huawei,huawei,error,2026-05-25 10:01:57,similar_brands.1: 'slug' is a required property
sony,Sony,sony,processing,2026-05-25 10:01:57,
sony,Sony,sony,done,2026-05-25 10:01:57,
nvidia,NVIDIA,nvidia,processing,2026-05-25 10:01:57,
nvidia,NVIDIA,nvidia,done,2026-05-25 10:01:57,
nike,Nike,nike,processing,2026-05-25 10:01:57,
nike,Nike,nike,error,2026-05-25 10:01:57,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property; simi
adidas,Adidas,adidas,processing,2026-05-25 10:01:57,
adidas,Adidas,adidas,done,2026-05-25 10:01:57,
puma,Puma,puma,processing,2026-05-25 10:01:57,
puma,Puma,puma,error,2026-05-25 10:01:57,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property
coca-cola,Coca-Cola,coca-cola,processing,2026-05-25 10:01:57,
coca-cola,Coca-Cola,coca-cola,error,2026-05-25 10:01:57,similar_brands.0: 'en' is a required property; similar_brands.0: 'slug' is a required property
mcdonald-s,McDonald's,mcdonald-s,processing,2026-05-25 10:01:57,
mcdonald-s,McDonald's,mcdonald-s,error,2026-05-25 10:01:57,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property; simi
starbucks,Starbucks,starbucks,processing,2026-05-25 10:01:57,
starbucks,Starbucks,starbucks,error,2026-05-25 10:01:57,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property
lego,LEGO,lego,processing,2026-05-25 10:01:57,
lego,LEGO,lego,error,2026-05-25 10:01:57,similar_brands.1: 'en' is a required property; similar_brands.1: 'slug' is a required property; simi
mattel,Mattel,mattel,processing,2026-05-25 10:01:57,
mattel,Mattel,mattel,error,2026-05-25 10:01:57,similar_brands.1: 'en' is a required property; similar_brands.1: 'slug' is a required property; simi
burberry,Burberry,burberry,processing,2026-05-25 10:01:57,
burberry,Burberry,burberry,done,2026-05-25 10:01:57,
versace,Versace,versace,processing,2026-05-25 10:01:57,
versace,Versace,versace,done,2026-05-25 10:01:57,
ralph-lauren,Ralph Lauren,ralph-lauren,processing,2026-05-25 10:01:57,
ralph-lauren,Ralph Lauren,ralph-lauren,done,2026-05-25 10:01:57,
tommy-hilfiger,Tommy Hilfiger,tommy-hilfiger,processing,2026-05-25 10:01:57,
tommy-hilfiger,Tommy Hilfiger,tommy-hilfiger,done,2026-05-25 10:01:57,
coach,Coach,coach,processing,2026-05-25 10:01:57,
coach,Coach,coach,error,2026-05-25 10:01:57,similar_brands.3: 'en' is a required property; similar_brands.3: 'slug' is a required property
microsoft,Microsoft,microsoft,processing,2026-05-25 10:01:57,
microsoft,Microsoft,microsoft,done,2026-05-25 10:01:57,
google,Google,google,processing,2026-05-25 10:01:57,
google,Google,google,done,2026-05-25 10:01:57,
amazon,Amazon,amazon,processing,2026-05-25 10:01:57,
amazon,Amazon,amazon,done,2026-05-25 10:01:57,
louis-vuitton,Louis Vuitton,louis-vuitton,processing,2026-05-25 10:02:55,
louis-vuitton,Louis Vuitton,louis-vuitton,error,2026-05-25 10:02:56,similar_brands.0.slug: 'hermès' does not match '^[a-z0-9-]+$'
hermes,Hermès,hermes,processing,2026-05-25 10:02:56,
hermes,Hermès,hermes,done,2026-05-25 10:02:56,
gucci,Gucci,gucci,processing,2026-05-25 10:02:56,
gucci,Gucci,gucci,error,2026-05-25 10:02:56,similar_brands.1.slug: 'hermès' does not match '^[a-z0-9-]+$'
chanel,Chanel,chanel,processing,2026-05-25 10:02:56,
chanel,Chanel,chanel,error,2026-05-25 10:02:56,similar_brands.1.slug: 'hermès' does not match '^[a-z0-9-]+$'
h-m,H&M,h-m,processing,2026-05-25 10:02:56,
h-m,H&M,h-m,done,2026-05-25 10:02:56,
loreal,L'Oréal,loreal,processing,2026-05-25 10:02:56,
loreal,L'Oréal,loreal,error,2026-05-25 10:02:56,similar_brands.2.slug: 'lancôme' does not match '^[a-z0-9-]+$'
este-lauder,Estée Lauder,este-lauder,processing,2026-05-25 10:02:56,
este-lauder,Estée Lauder,este-lauder,error,2026-05-25 10:02:56,similar_brands.1.slug: 'lancôme' does not match '^[a-z0-9-]+$'
shiseido,Shiseido,shiseido,processing,2026-05-25 10:02:56,
shiseido,Shiseido,shiseido,error,2026-05-25 10:02:56,similar_brands.2.slug: 'lancôme' does not match '^[a-z0-9-]+$'
lancome,Lancôme,lancome,processing,2026-05-25 10:02:56,
lancome,Lancôme,lancome,done,2026-05-25 10:02:56,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,processing,2026-05-25 10:02:56,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,error,2026-05-25 10:02:56,similar_brands.3.slug: 'lancôme' does not match '^[a-z0-9-]+$'
rolex,Rolex,rolex,processing,2026-05-25 10:02:56,
rolex,Rolex,rolex,done,2026-05-25 10:02:56,
patek-philippe,Patek Philippe,patek-philippe,processing,2026-05-25 10:02:56,
patek-philippe,Patek Philippe,patek-philippe,done,2026-05-25 10:02:56,
audemars-piguet,Audemars Piguet,audemars-piguet,processing,2026-05-25 10:02:56,
audemars-piguet,Audemars Piguet,audemars-piguet,done,2026-05-25 10:02:56,
tiffany-co,Tiffany & Co.,tiffany-co,processing,2026-05-25 10:02:56,
tiffany-co,Tiffany & Co.,tiffany-co,done,2026-05-25 10:02:56,
cartier,Cartier,cartier,processing,2026-05-25 10:02:56,
cartier,Cartier,cartier,done,2026-05-25 10:02:56,
bulgari,Bulgari,bulgari,processing,2026-05-25 10:02:56,
bulgari,Bulgari,bulgari,done,2026-05-25 10:02:56,
toyota,Toyota,toyota,processing,2026-05-25 10:02:56,
toyota,Toyota,toyota,done,2026-05-25 10:02:56,
byd,BYD,byd,processing,2026-05-25 10:02:56,
byd,BYD,byd,done,2026-05-25 10:02:56,
samsung,Samsung,samsung,processing,2026-05-25 10:02:56,
samsung,Samsung,samsung,error,2026-05-25 10:02:56,description_zh: '三星集团（Samsung Group）是韩国最大的跨国企业集团，由李秉喆于1938年创立于韩国大邱。三星最初是一家贸易公司，历经八十余年发展，已成为涵盖电子、金融、重
huawei,Huawei,huawei,processing,2026-05-25 10:02:56,
huawei,Huawei,huawei,error,2026-05-25 10:02:56,similar_brands.1: 'slug' is a required property
nike,Nike,nike,processing,2026-05-25 10:02:56,
nike,Nike,nike,error,2026-05-25 10:02:56,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property; simi
puma,Puma,puma,processing,2026-05-25 10:02:56,
puma,Puma,puma,error,2026-05-25 10:02:56,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property
coca-cola,Coca-Cola,coca-cola,processing,2026-05-25 10:02:56,
coca-cola,Coca-Cola,coca-cola,error,2026-05-25 10:02:56,similar_brands.0: 'en' is a required property; similar_brands.0: 'slug' is a required property
mcdonald-s,McDonald's,mcdonald-s,processing,2026-05-25 10:02:56,
mcdonald-s,McDonald's,mcdonald-s,error,2026-05-25 10:02:56,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property; simi
starbucks,Starbucks,starbucks,processing,2026-05-25 10:02:56,
starbucks,Starbucks,starbucks,error,2026-05-25 10:02:56,similar_brands.2: 'en' is a required property; similar_brands.2: 'slug' is a required property
lego,LEGO,lego,processing,2026-05-25 10:02:56,
lego,LEGO,lego,error,2026-05-25 10:02:56,similar_brands.1: 'en' is a required property; similar_brands.1: 'slug' is a required property; simi
mattel,Mattel,mattel,processing,2026-05-25 10:02:56,
mattel,Mattel,mattel,error,2026-05-25 10:02:56,similar_brands.1: 'en' is a required property; similar_brands.1: 'slug' is a required property; simi
coach,Coach,coach,processing,2026-05-25 10:02:56,
coach,Coach,coach,error,2026-05-25 10:02:56,similar_brands.3: 'en' is a required property; similar_brands.3: 'slug' is a required property
louis-vuitton,Louis Vuitton,louis-vuitton,processing,2026-05-25 10:03:23,
louis-vuitton,Louis Vuitton,louis-vuitton,done,2026-05-25 10:03:23,
gucci,Gucci,gucci,processing,2026-05-25 10:03:23,
gucci,Gucci,gucci,done,2026-05-25 10:03:23,
chanel,Chanel,chanel,processing,2026-05-25 10:03:23,
chanel,Chanel,chanel,done,2026-05-25 10:03:23,
loreal,L'Oréal,loreal,processing,2026-05-25 10:03:23,
loreal,L'Oréal,loreal,done,2026-05-25 10:03:23,
este-lauder,Estée Lauder,este-lauder,processing,2026-05-25 10:03:23,
este-lauder,Estée Lauder,este-lauder,done,2026-05-25 10:03:23,
shiseido,Shiseido,shiseido,processing,2026-05-25 10:03:23,
shiseido,Shiseido,shiseido,done,2026-05-25 10:03:23,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,processing,2026-05-25 10:03:23,
mac-cosmetics,MAC Cosmetics,mac-cosmetics,done,2026-05-25 10:03:23,
samsung,Samsung,samsung,processing,2026-05-25 10:03:23,
samsung,Samsung,samsung,done,2026-05-25 10:03:23,
huawei,Huawei,huawei,processing,2026-05-25 10:03:23,
huawei,Huawei,huawei,done,2026-05-25 10:03:23,
nike,Nike,nike,processing,2026-05-25 10:03:23,
nike,Nike,nike,done,2026-05-25 10:03:23,
puma,Puma,puma,processing,2026-05-25 10:03:23,
puma,Puma,puma,done,2026-05-25 10:03:23,
coca-cola,Coca-Cola,coca-cola,processing,2026-05-25 10:03:23,
coca-cola,Coca-Cola,coca-cola,done,2026-05-25 10:03:23,
mcdonald-s,McDonald's,mcdonald-s,processing,2026-05-25 10:03:23,
mcdonald-s,McDonald's,mcdonald-s,done,2026-05-25 10:03:23,
starbucks,Starbucks,starbucks,processing,2026-05-25 10:03:23,
starbucks,Starbucks,starbucks,done,2026-05-25 10:03:23,
lego,LEGO,lego,processing,2026-05-25 10:03:23,
lego,LEGO,lego,done,2026-05-25 10:03:23,
mattel,Mattel,mattel,processing,2026-05-25 10:03:23,
mattel,Mattel,mattel,done,2026-05-25 10:03:23,
coach,Coach,coach,processing,2026-05-25 10:03:23,
coach,Coach,coach,done,2026-05-25 10:03:23,
